ts,f_uid,bb_uid,DE3,cce_uid,DE7,DE0,DE1,DY0,MN0,VO1,VO2,VO3,W0,PP0,MN2,MN3,CO0,AL,AA
1589355045,14D-1179,bbid-2056x,13.43,,,,,,,,,,,,,,,,
1589354945,14D-1179,,,CCE-id-1234,57.57,-89.8,6.3,665,1,151.8,415.5,2.9,3666.9,108.4,1,10,2,44146277,30167031
1589355645,14D-1179,bbid-2056x,64.62,,,,,,,,,,,,,,,,
1589355545,14D-1179,,,CCE-id-1234,-3.4,-30.56,60.35,226,7,170.0,132.3,25.1,3292.6,62.1,7,10,26,25339840,42148101
1589356245,14D-1179,bbid-2056x,-38.71,,,,,,,,,,,,,,,,
1589356145,14D-1179,,,CCE-id-1234,-34.34,38.64,-32.26,361,0,599.3,493.7,24.5,7671.5,147.5,3,8,43,76111885,63497600
1589356845,14D-1179,bbid-2056x,90.27,,,,,,,,,,,,,,,,
1589356745,14D-1179,,,CCE-id-1234,90.2,-30.91,-46.95,291,10,516.2,216.5,94.5,5001.0,121.2,7,6,166,31131556,52233650
1589357445,14D-1179,bbid-2056x,-85.51,,,,,,,,,,,,,,,,
1589357345,14D-1179,,,CCE-id-1234,-7.29,12.73,66.54,76,9,281.2,418.7,73.2,7258.1,71.0,4,2,123,20442551,33243064
1589358045,14D-1179,bbid-2056x,73.97,,,,,,,,,,,,,,,,
1589357945,14D-1179,,,CCE-id-1234,50.47,57.1,-33.82,20,1,223.2,608.5,61.3,3674.0,24.3,0,6,97,63512095,55426504
1589358645,14D-1179,bbid-2056x,-65.79,,,,,,,,,,,,,,,,
1589358545,14D-1179,,,CCE-id-1234,-14.12,80.48,53.32,173,8,126.1,446.7,9.4,6489.2,113.8,8,1,79,52143235,98091375
1589359245,14D-1179,bbid-2056x,-45.6,,,,,,,,,,,,,,,,
1589359145,14D-1179,,,CCE-id-1234,-29.83,-31.79,12.74,636,6,468.2,990.9,91.2,7883.7,29.7,4,2,237,38431933,75681606
1589359845,14D-1179,bbid-2056x,-51.93,,,,,,,,,,,,,,,,
1589359745,14D-1179,,,CCE-id-1234,-49.78,42.53,27.72,815,10,544.2,48.0,98.6,4386.2,163.5,7,2,184,13085419,74128340
1589360445,14D-1179,bbid-2056x,-84.83,,,,,,,,,,,,,,,,
1589360345,14D-1179,,,CCE-id-1234,0.7,41.91,-10.86,814,2,147.1,667.9,93.2,2123.4,94.0,5,10,163,33771565,30218427
1589361045,14D-1179,bbid-2056x,-19.36,,,,,,,,,,,,,,,,
1589360945,14D-1179,,,CCE-id-1234,-51.67,-16.91,24.17,32,9,479.1,508.4,11.5,3374.8,62.9,7,1,147,65455162,50184668
1589361645,14D-1179,bbid-2056x,-37.51,,,,,,,,,,,,,,,,
1589361545,14D-1179,,,CCE-id-1234,99.7,26.88,-83.37,709,5,161.4,428.4,55.3,8500.6,125.5,0,6,212,16677252,74550405
1589362245,14D-1179,bbid-2056x,-28.32,,,,,,,,,,,,,,,,
1589362145,14D-1179,,,CCE-id-1234,81.6,-88.85,-7.73,539,5,254.4,852.0,91.5,5683.8,187.1,0,0,138,88763479,77133847
1589362845,14D-1179,bbid-2056x,26.2,,,,,,,,,,,,,,,,
1589362745,14D-1179,,,CCE-id-1234,66.22,83.27,-87.67,306,9,273.2,172.2,84.1,6268.5,221.0,3,2,148,96132202,50933901
1589363445,14D-1179,bbid-2056x,47.77,,,,,,,,,,,,,,,,
1589363345,14D-1179,,,CCE-id-1234,-87.67,75.65,13.64,495,9,180.3,298.8,35.4,2334.6,38.8,5,6,238,90505834,41476307
1589364045,14D-1179,bbid-2056x,42.18,,,,,,,,,,,,,,,,
1589363945,14D-1179,,,CCE-id-1234,13.78,-84.69,-49.88,371,5,288.8,291.6,54.6,9792.4,145.1,6,1,139,60189159,95854766
1589364645,14D-1179,bbid-2056x,-34.82,,,,,,,,,,,,,,,,
1589364545,14D-1179,,,CCE-id-1234,-49.46,-6.22,15.14,170,8,564.4,904.1,61.1,750.1,232.2,0,1,98,53435340,48856541
1589365245,14D-1179,bbid-2056x,37.4,,,,,,,,,,,,,,,,
1589365145,14D-1179,,,CCE-id-1234,18.19,34.16,-23.74,815,4,366.8,399.5,64.4,5415.2,22.0,6,0,118,38516004,80926002
1589365845,14D-1179,bbid-2056x,0.49,,,,,,,,,,,,,,,,
1589365745,14D-1179,,,CCE-id-1234,13.9,-88.74,-15.3,839,5,302.5,50.7,50.9,7395.1,261.3,5,4,204,81914967,65339517
1589366445,14D-1179,bbid-2056x,94.71,,,,,,,,,,,,,,,,
1589366345,14D-1179,,,CCE-id-1234,60.88,-56.4,-69.74,685,2,383.5,567.2,93.6,4406.5,31.2,2,2,164,97614739,30817152
1589367045,14D-1179,bbid-2056x,73.92,,,,,,,,,,,,,,,,
1589366945,14D-1179,,,CCE-id-1234,6.81,-4.69,6.44,221,6,460.4,865.8,60.7,4748.9,192.4,0,10,247,16329715,26248780
1589367645,14D-1179,bbid-2056x,-1.34,,,,,,,,,,,,,,,,
1589367545,14D-1179,,,CCE-id-1234,-66.75,98.98,9.69,740,6,378.5,608.5,69.3,568.4,239.6,5,9,182,32870969,10337320
1589368245,14D-1179,bbid-2056x,44.32,,,,,,,,,,,,,,,,
1589368145,14D-1179,,,CCE-id-1234,-67.76,6.3,-65.37,958,10,370.2,520.6,65.1,2348.5,187.0,5,1,81,38132735,93114485
1589368845,14D-1179,bbid-2056x,-98.45,,,,,,,,,,,,,,,,
1589368745,14D-1179,,,CCE-id-1234,62.56,-81.45,48.63,812,5,92.8,584.7,86.3,1866.5,60.8,2,4,8,18595022,13137722
1589369445,14D-1179,bbid-2056x,14.97,,,,,,,,,,,,,,,,
1589369345,14D-1179,,,CCE-id-1234,-28.13,-26.68,-70.2,392,1,71.5,900.7,36.6,6089.2,183.6,4,3,156,28066708,69384661
1589370045,14D-1179,bbid-2056x,-74.33,,,,,,,,,,,,,,,,
1589369945,14D-1179,,,CCE-id-1234,-80.18,-37.19,26.27,269,4,234.9,811.5,63.5,3092.2,93.1,3,7,250,64146092,59932054
1589370645,14D-1179,bbid-2056x,-95.5,,,,,,,,,,,,,,,,
1589370545,14D-1179,,,CCE-id-1234,39.7,86.4,39.66,453,9,22.1,336.5,73.3,9922.7,265.7,6,5,236,80698234,89853071
1589371245,14D-1179,bbid-2056x,14.53,,,,,,,,,,,,,,,,
1589371145,14D-1179,,,CCE-id-1234,-68.34,29.61,-71.64,318,5,309.4,475.8,13.4,6905.4,288.0,6,10,217,95317184,20864410
1589371845,14D-1179,bbid-2056x,83.2,,,,,,,,,,,,,,,,
1589371745,14D-1179,,,CCE-id-1234,57.43,31.11,93.4,13,5,449.6,164.7,79.9,4727.0,235.2,5,6,159,76050455,21413140
1589372445,14D-1179,bbid-2056x,89.99,,,,,,,,,,,,,,,,
1589372345,14D-1179,,,CCE-id-1234,-84.48,-81.13,49.25,140,1,581.7,561.6,15.2,1195.8,244.5,5,10,149,35883184,13108435
1589373045,14D-1179,bbid-2056x,38.39,,,,,,,,,,,,,,,,
1589372945,14D-1179,,,CCE-id-1234,-10.47,66.83,42.64,194,3,591.8,724.3,69.0,1340.7,40.0,6,10,173,13596876,46054732
1589373645,14D-1179,bbid-2056x,-36.73,,,,,,,,,,,,,,,,
1589373545,14D-1179,,,CCE-id-1234,-15.68,84.22,-77.49,151,2,470.8,710.8,8.2,2145.3,76.5,9,5,210,14963102,42313302
1589374245,14D-1179,bbid-2056x,-69.89,,,,,,,,,,,,,,,,
1589374145,14D-1179,,,CCE-id-1234,81.38,-74.6,-11.94,551,0,325.4,636.4,32.8,410.7,239.8,5,7,188,45045224,39155117
1589374845,14D-1179,bbid-2056x,-98.14,,,,,,,,,,,,,,,,
1589374745,14D-1179,,,CCE-id-1234,-23.1,88.25,-98.91,379,0,168.6,231.3,41.6,7734.3,180.2,8,9,146,97435053,41602241
1589375445,14D-1179,bbid-2056x,-70.97,,,,,,,,,,,,,,,,
1589375345,14D-1179,,,CCE-id-1234,-21.84,-98.6,-21.83,269,5,33.3,574.1,43.0,6711.8,151.0,7,5,36,19773400,89152192
1589376045,14D-1179,bbid-2056x,-88.56,,,,,,,,,,,,,,,,
1589375945,14D-1179,,,CCE-id-1234,42.9,5.25,28.42,814,7,312.0,347.7,84.9,1984.8,266.5,5,2,22,89476750,41484115
1589376645,14D-1179,bbid-2056x,55.21,,,,,,,,,,,,,,,,
1589376545,14D-1179,,,CCE-id-1234,-41.31,-48.81,-48.3,143,3,484.5,469.9,6.4,8365.4,205.7,1,3,230,26465696,46146845
1589377245,14D-1179,bbid-2056x,-96.71,,,,,,,,,,,,,,,,
1589377145,14D-1179,,,CCE-id-1234,-75.92,41.35,-24.85,618,1,45.9,605.2,84.4,4006.2,168.8,4,9,179,21110860,45857528
1589377845,14D-1179,bbid-2056x,-53.93,,,,,,,,,,,,,,,,
1589377745,14D-1179,,,CCE-id-1234,-78.88,84.91,76.99,575,10,95.3,637.6,7.3,1467.8,77.2,9,8,217,59353874,88960201
1589378445,14D-1179,bbid-2056x,-0.73,,,,,,,,,,,,,,,,
1589378345,14D-1179,,,CCE-id-1234,-31.73,-34.76,65.24,512,8,13.4,771.7,93.6,9147.7,226.0,1,3,179,12685911,46168462
1589379045,14D-1179,bbid-2056x,2.28,,,,,,,,,,,,,,,,
1589378945,14D-1179,,,CCE-id-1234,19.62,-24.86,-31.49,898,1,35.5,407.5,10.7,2775.3,92.3,4,4,68,99511985,49122879
1589379645,14D-1179,bbid-2056x,-75.7,,,,,,,,,,,,,,,,
1589379545,14D-1179,,,CCE-id-1234,-3.48,42.21,29.46,713,10,309.7,880.8,64.7,5121.7,15.6,10,6,37,36771717,23317005
1589380245,14D-1179,bbid-2056x,58.9,,,,,,,,,,,,,,,,
1589380145,14D-1179,,,CCE-id-1234,-54.44,-68.8,-4.3,715,5,545.0,227.7,12.4,4729.6,245.1,10,0,83,98745870,78216713
1589380845,14D-1179,bbid-2056x,-71.33,,,,,,,,,,,,,,,,
1589380745,14D-1179,,,CCE-id-1234,60.58,-15.3,81.63,593,6,482.7,343.1,88.9,5133.6,240.5,0,0,238,13708249,84077472
1589381445,14D-1179,bbid-2056x,17.41,,,,,,,,,,,,,,,,
1589381345,14D-1179,,,CCE-id-1234,-23.73,-56.8,92.49,604,6,474.1,762.2,28.2,1097.3,97.5,2,0,100,70775396,22732168
1589382045,14D-1179,bbid-2056x,-66.6,,,,,,,,,,,,,,,,
1589381945,14D-1179,,,CCE-id-1234,6.3,79.82,-48.22,883,3,175.1,406.9,3.3,1364.7,75.9,5,1,107,11258199,57465218
1589382645,14D-1179,bbid-2056x,-95.41,,,,,,,,,,,,,,,,
1589382545,14D-1179,,,CCE-id-1234,54.48,26.3,67.57,857,1,185.7,593.1,45.5,4608.8,286.0,0,4,53,66625480,37762814
1589383245,14D-1179,bbid-2056x,45.97,,,,,,,,,,,,,,,,
1589383145,14D-1179,,,CCE-id-1234,-94.59,-1.42,14.2,137,6,555.3,666.1,85.9,5506.0,202.1,1,4,157,87651602,44893455
1589383845,14D-1179,bbid-2056x,-62.83,,,,,,,,,,,,,,,,
1589383745,14D-1179,,,CCE-id-1234,34.98,-8.97,-77.78,913,5,171.1,425.8,74.2,7390.7,218.4,5,2,138,52428172,93409647
1589384445,14D-1179,bbid-2056x,25.61,,,,,,,,,,,,,,,,
1589384345,14D-1179,,,CCE-id-1234,67.32,63.93,-33.92,130,7,201.9,619.2,86.6,3889.6,250.6,5,8,113,90640175,80784810
1589385045,14D-1179,bbid-2056x,-17.84,,,,,,,,,,,,,,,,
1589384945,14D-1179,,,CCE-id-1234,57.67,37.61,-95.17,216,10,204.2,73.4,17.2,3196.4,238.6,8,2,65,21562781,88857467
1589385645,14D-1179,bbid-2056x,96.82,,,,,,,,,,,,,,,,
1589385545,14D-1179,,,CCE-id-1234,-87.22,-54.18,-6.26,861,0,290.2,450.9,24.0,3033.1,75.8,0,10,128,15079877,68988983
1589386245,14D-1179,bbid-2056x,-20.98,,,,,,,,,,,,,,,,
1589386145,14D-1179,,,CCE-id-1234,25.56,0.33,57.17,121,10,483.8,650.8,92.8,1262.5,219.4,4,2,250,57920364,62405793
1589386845,14D-1179,bbid-2056x,-76.95,,,,,,,,,,,,,,,,
1589386745,14D-1179,,,CCE-id-1234,74.12,92.63,-45.42,341,4,446.9,268.2,30.2,6295.7,239.2,6,3,171,66918385,16817980
1589387445,14D-1179,bbid-2056x,-17.0,,,,,,,,,,,,,,,,
1589387345,14D-1179,,,CCE-id-1234,-60.95,20.15,-81.87,390,9,476.0,748.8,75.6,5544.6,45.9,8,10,179,98613191,47630077
1589388045,14D-1179,bbid-2056x,94.72,,,,,,,,,,,,,,,,
1589387945,14D-1179,,,CCE-id-1234,16.19,-63.56,-23.54,981,4,213.7,47.5,6.0,8260.3,34.0,9,8,47,74302048,55426497
1589388645,14D-1179,bbid-2056x,52.92,,,,,,,,,,,,,,,,
1589388545,14D-1179,,,CCE-id-1234,10.11,-75.58,14.5,581,6,502.1,687.9,88.4,4896.7,251.1,8,3,94,78098690,99620933
1589389245,14D-1179,bbid-2056x,-2.1,,,,,,,,,,,,,,,,
1589389145,14D-1179,,,CCE-id-1234,61.25,-12.38,-91.56,590,4,589.0,391.3,19.5,2762.9,235.2,0,2,216,23255255,97739949
1589389845,14D-1179,bbid-2056x,32.3,,,,,,,,,,,,,,,,
1589389745,14D-1179,,,CCE-id-1234,-8.19,75.35,71.53,184,5,118.6,264.4,59.0,7720.2,281.1,9,5,160,32694332,50040901
1589390445,14D-1179,bbid-2056x,76.5,,,,,,,,,,,,,,,,
1589390345,14D-1179,,,CCE-id-1234,31.98,38.13,-57.57,938,9,235.8,269.1,41.5,2214.3,162.6,10,0,13,74504576,16567735
1589391045,14D-1179,bbid-2056x,8.54,,,,,,,,,,,,,,,,
1589390945,14D-1179,,,CCE-id-1234,36.27,-6.61,39.76,605,1,94.5,626.2,93.3,1877.9,189.5,2,6,1,56871573,44419198
1589391645,14D-1179,bbid-2056x,-88.45,,,,,,,,,,,,,,,,
1589391545,14D-1179,,,CCE-id-1234,-45.1,24.87,-15.12,121,8,228.4,421.6,16.9,4354.5,260.3,8,9,93,19917794,38768267
1589392245,14D-1179,bbid-2056x,-57.29,,,,,,,,,,,,,,,,
1589392145,14D-1179,,,CCE-id-1234,-82.44,-46.1,-15.4,161,4,534.2,599.0,71.4,6260.7,131.0,8,3,130,37423165,49276349
1589392845,14D-1179,bbid-2056x,-87.24,,,,,,,,,,,,,,,,
1589392745,14D-1179,,,CCE-id-1234,-54.24,62.32,17.83,400,6,505.8,646.6,65.0,3758.4,12.3,7,8,165,18616525,56554539
1589393445,14D-1179,bbid-2056x,-76.68,,,,,,,,,,,,,,,,
1589393345,14D-1179,,,CCE-id-1234,-24.98,-1.7,-75.2,477,0,123.8,632.5,35.8,536.7,133.9,8,8,0,26782147,42035720
1589394045,14D-1179,bbid-2056x,-96.97,,,,,,,,,,,,,,,,
1589393945,14D-1179,,,CCE-id-1234,-49.83,-7.15,-66.74,841,9,169.5,57.6,26.7,2538.9,36.8,2,9,175,16162868,90004349
1589394645,14D-1179,bbid-2056x,97.63,,,,,,,,,,,,,,,,
1589394545,14D-1179,,,CCE-id-1234,17.38,90.91,-28.82,960,7,280.2,593.7,66.2,7785.8,15.4,3,7,147,14284775,49085351
1589395245,14D-1179,bbid-2056x,97.45,,,,,,,,,,,,,,,,
1589395145,14D-1179,,,CCE-id-1234,-16.94,-98.71,-61.18,718,10,299.3,218.2,46.1,382.9,13.1,0,5,235,38983223,19108078
1589395845,14D-1179,bbid-2056x,-50.45,,,,,,,,,,,,,,,,
1589395745,14D-1179,,,CCE-id-1234,51.26,6.82,83.58,222,4,182.7,450.3,26.3,9910.3,283.1,9,3,164,29281220,54257040
1589396445,14D-1179,bbid-2056x,-83.0,,,,,,,,,,,,,,,,
1589396345,14D-1179,,,CCE-id-1234,16.33,-70.95,93.14,947,3,289.1,52.7,65.4,9619.5,140.2,10,0,167,68712810,66893510
1589397045,14D-1179,bbid-2056x,62.81,,,,,,,,,,,,,,,,
1589396945,14D-1179,,,CCE-id-1234,38.98,20.33,-15.82,397,6,454.9,721.4,10.4,4990.0,9.7,5,10,140,56671420,21423119
1589397645,14D-1179,bbid-2056x,75.23,,,,,,,,,,,,,,,,
1589397545,14D-1179,,,CCE-id-1234,-26.34,-70.83,-61.16,219,6,354.9,152.7,28.4,9077.6,234.6,0,9,34,17110310,20133547
1589398245,14D-1179,bbid-2056x,-8.8,,,,,,,,,,,,,,,,
1589398145,14D-1179,,,CCE-id-1234,38.8,-55.46,-34.64,668,2,108.8,553.8,4.5,4987.0,28.0,9,6,220,21072903,54083174
1589398845,14D-1179,bbid-2056x,-24.91,,,,,,,,,,,,,,,,
1589398745,14D-1179,,,CCE-id-1234,33.71,-8.41,-67.26,874,0,429.2,648.8,42.6,9579.1,277.8,10,10,29,36031415,22129363
1589399445,14D-1179,bbid-2056x,9.93,,,,,,,,,,,,,,,,
1589399345,14D-1179,,,CCE-id-1234,46.87,-71.1,70.75,71,7,301.4,541.1,62.5,3366.5,156.0,9,2,117,52276842,16634528
1589400045,14D-1179,bbid-2056x,35.39,,,,,,,,,,,,,,,,
1589399945,14D-1179,,,CCE-id-1234,-21.84,51.37,-2.62,943,1,415.6,485.4,58.9,3458.5,122.8,10,1,54,61016103,22729850
1589400645,14D-1179,bbid-2056x,42.96,,,,,,,,,,,,,,,,
1589400545,14D-1179,,,CCE-id-1234,29.24,91.22,50.45,769,10,398.2,588.3,71.0,4455.6,272.2,8,3,32,93007871,88021764
1589401245,14D-1179,bbid-2056x,45.1,,,,,,,,,,,,,,,,
1589401145,14D-1179,,,CCE-id-1234,90.97,17.38,-57.74,779,10,149.7,201.3,35.8,9156.9,224.8,0,10,116,62572288,39392316
1589401845,14D-1179,bbid-2056x,32.62,,,,,,,,,,,,,,,,
1589401745,14D-1179,,,CCE-id-1234,-90.91,66.73,29.27,563,2,179.0,468.7,91.4,88.0,211.6,8,8,239,93641383,33258498
1589402445,14D-1179,bbid-2056x,-53.7,,,,,,,,,,,,,,,,
1589402345,14D-1179,,,CCE-id-1234,-22.39,-70.2,15.51,67,9,298.2,637.2,98.8,5017.8,152.0,3,1,182,14431786,93819394
1589403045,14D-1179,bbid-2056x,71.9,,,,,,,,,,,,,,,,
1589402945,14D-1179,,,CCE-id-1234,19.66,-75.27,67.79,602,6,455.1,769.8,5.2,6674.6,171.6,6,9,140,15404238,90662483
1589403645,14D-1179,bbid-2056x,-68.89,,,,,,,,,,,,,,,,
1589403545,14D-1179,,,CCE-id-1234,-53.82,50.58,28.78,267,0,339.0,594.7,18.9,9360.9,200.7,5,1,169,49744831,40694578
1589404245,14D-1179,bbid-2056x,-52.41,,,,,,,,,,,,,,,,
1589404145,14D-1179,,,CCE-id-1234,-10.46,35.78,18.43,163,1,474.5,654.0,20.8,8112.2,109.1,4,9,148,72527842,19670480
1589404845,14D-1179,bbid-2056x,53.34,,,,,,,,,,,,,,,,
1589404745,14D-1179,,,CCE-id-1234,91.79,59.55,84.58,907,9,548.9,996.6,42.3,4551.0,218.0,0,8,11,42876269,26769709
1589405445,14D-1179,bbid-2056x,-74.53,,,,,,,,,,,,,,,,
1589405345,14D-1179,,,CCE-id-1234,-93.5,-76.19,88.73,764,9,457.4,456.2,84.8,7101.3,124.4,4,3,173,10889537,17354937
1589406045,14D-1179,bbid-2056x,-81.1,,,,,,,,,,,,,,,,
1589405945,14D-1179,,,CCE-id-1234,-9.2,-46.16,-24.77,315,6,46.6,584.2,90.2,4579.2,100.4,1,8,29,59774336,76780718
1589406645,14D-1179,bbid-2056x,0.11,,,,,,,,,,,,,,,,
1589406545,14D-1179,,,CCE-id-1234,77.99,25.87,59.86,935,2,358.7,126.2,83.9,2919.1,93.3,5,1,193,81068302,76742299
1589407245,14D-1179,bbid-2056x,69.94,,,,,,,,,,,,,,,,
1589407145,14D-1179,,,CCE-id-1234,37.14,-63.47,35.16,266,10,380.5,243.6,95.9,8737.6,292.1,6,3,38,36941897,86668655
1589407845,14D-1179,bbid-2056x,88.67,,,,,,,,,,,,,,,,
1589407745,14D-1179,,,CCE-id-1234,9.84,-73.11,79.68,482,2,195.3,606.9,58.6,1425.2,136.9,5,7,46,79151840,19968420
1589408445,14D-1179,bbid-2056x,80.13,,,,,,,,,,,,,,,,
1589408345,14D-1179,,,CCE-id-1234,-83.66,-83.98,23.89,672,6,89.2,139.5,32.9,3962.8,286.9,7,3,191,60599069,59953346
1589409045,14D-1179,bbid-2056x,-60.97,,,,,,,,,,,,,,,,
1589408945,14D-1179,,,CCE-id-1234,98.12,-87.73,-74.97,736,2,217.0,388.7,75.5,5995.9,5.6,5,3,189,23466364,40148845
1589409645,14D-1179,bbid-2056x,17.28,,,,,,,,,,,,,,,,
1589409545,14D-1179,,,CCE-id-1234,84.5,-0.4,-59.93,973,8,146.0,374.6,89.2,7485.9,219.2,2,9,64,73238065,54405132
1589410245,14D-1179,bbid-2056x,-96.27,,,,,,,,,,,,,,,,
1589410145,14D-1179,,,CCE-id-1234,48.56,-38.11,9.8,933,7,102.0,68.1,55.7,6723.5,276.3,0,1,158,74452350,45607639
1589410845,14D-1179,bbid-2056x,-59.62,,,,,,,,,,,,,,,,
1589410745,14D-1179,,,CCE-id-1234,-35.48,26.99,-25.43,856,0,310.3,147.4,66.8,6718.2,207.2,7,1,95,19791879,35765233
1589411445,14D-1179,bbid-2056x,51.79,,,,,,,,,,,,,,,,
1589411345,14D-1179,,,CCE-id-1234,-6.0,-17.56,-46.17,302,5,385.4,181.3,36.7,7696.7,248.0,6,9,197,57257880,37693409
1589412045,14D-1179,bbid-2056x,84.19,,,,,,,,,,,,,,,,
1589411945,14D-1179,,,CCE-id-1234,65.6,98.32,91.8,796,6,453.4,769.9,83.0,2064.4,62.4,8,1,124,79449989,65468495
1589412645,14D-1179,bbid-2056x,69.5,,,,,,,,,,,,,,,,
1589412545,14D-1179,,,CCE-id-1234,11.87,-47.6,-7.52,400,6,504.3,653.1,71.2,4927.0,191.8,9,9,65,14711865,63013697
1589413245,14D-1179,bbid-2056x,-19.69,,,,,,,,,,,,,,,,
1589413145,14D-1179,,,CCE-id-1234,-42.49,28.9,-1.86,459,2,244.6,816.3,89.6,9272.1,279.7,3,4,87,16165389,13073014
1589413845,14D-1179,bbid-2056x,40.3,,,,,,,,,,,,,,,,
1589413745,14D-1179,,,CCE-id-1234,57.79,-91.14,76.24,970,3,87.0,303.4,52.4,4363.7,139.1,5,6,238,13934080,86127083
1589414445,14D-1179,bbid-2056x,-34.26,,,,,,,,,,,,,,,,
1589414345,14D-1179,,,CCE-id-1234,15.53,99.42,56.9,964,6,338.1,391.2,11.0,5633.2,139.3,3,9,119,49193699,41615106
1589415045,14D-1179,bbid-2056x,-65.91,,,,,,,,,,,,,,,,
1589414945,14D-1179,,,CCE-id-1234,-87.29,-63.15,1.24,243,9,169.8,964.9,32.3,8382.6,91.1,10,3,165,66885181,96624952
1589415645,14D-1179,bbid-2056x,76.61,,,,,,,,,,,,,,,,
1589415545,14D-1179,,,CCE-id-1234,56.4,-72.79,89.3,220,2,167.8,829.9,18.0,3365.1,53.2,1,1,160,29460807,22811557
1589416245,14D-1179,bbid-2056x,15.44,,,,,,,,,,,,,,,,
1589416145,14D-1179,,,CCE-id-1234,-58.14,73.97,55.67,730,1,25.8,926.2,75.1,2791.4,127.5,1,3,238,46273936,90936087
1589416845,14D-1179,bbid-2056x,33.99,,,,,,,,,,,,,,,,
1589416745,14D-1179,,,CCE-id-1234,-81.3,-82.98,30.94,837,10,217.7,696.7,6.3,3769.2,201.9,10,8,154,10724631,13831435
1589417445,14D-1179,bbid-2056x,-26.7,,,,,,,,,,,,,,,,
1589417345,14D-1179,,,CCE-id-1234,78.16,-99.38,-10.4,737,1,304.0,970.2,92.3,9337.3,84.7,9,10,122,68579890,26186372
1589418045,14D-1179,bbid-2056x,-4.75,,,,,,,,,,,,,,,,
1589417945,14D-1179,,,CCE-id-1234,-28.46,-72.68,31.48,121,10,360.8,525.1,33.6,9414.9,148.1,5,5,102,88909995,74026798
1589418645,14D-1179,bbid-2056x,49.7,,,,,,,,,,,,,,,,
1589418545,14D-1179,,,CCE-id-1234,85.18,-45.93,32.27,373,6,223.9,280.7,11.5,2859.9,127.3,3,2,42,14031305,70624552
1589419245,14D-1179,bbid-2056x,11.23,,,,,,,,,,,,,,,,
1589419145,14D-1179,,,CCE-id-1234,-88.24,-31.86,-80.26,549,6,270.9,832.7,33.6,4520.6,243.6,6,4,37,28615742,40251351
1589419845,14D-1179,bbid-2056x,0.42,,,,,,,,,,,,,,,,
1589419745,14D-1179,,,CCE-id-1234,-78.66,-69.42,49.7,296,9,569.6,222.1,22.2,6222.2,247.0,8,4,40,48798657,71111955
1589420445,14D-1179,bbid-2056x,30.62,,,,,,,,,,,,,,,,
1589420345,14D-1179,,,CCE-id-1234,96.5,-24.86,20.86,332,5,270.1,302.4,81.9,1478.3,212.3,6,0,224,43317079,42212458
1589421045,14D-1179,bbid-2056x,70.73,,,,,,,,,,,,,,,,
1589420945,14D-1179,,,CCE-id-1234,-86.94,30.4,2.1,373,2,146.3,729.2,85.1,5779.9,193.9,1,9,129,64842732,28314844
1589421645,14D-1179,bbid-2056x,-42.37,,,,,,,,,,,,,,,,
1589421545,14D-1179,,,CCE-id-1234,-39.79,14.21,-37.74,781,0,183.0,416.9,28.6,4366.5,34.2,10,9,239,60239430,15352457
1589422245,14D-1179,bbid-2056x,-31.56,,,,,,,,,,,,,,,,
1589422145,14D-1179,,,CCE-id-1234,41.56,57.35,43.77,572,5,129.7,910.4,15.9,7407.9,252.3,1,8,247,35995275,93192665
1589422845,14D-1179,bbid-2056x,71.3,,,,,,,,,,,,,,,,
1589422745,14D-1179,,,CCE-id-1234,-40.45,-23.39,-19.15,33,6,153.7,186.1,32.0,2939.4,50.9,9,10,192,33946709,73752900
1589423445,14D-1179,bbid-2056x,-72.83,,,,,,,,,,,,,,,,
1589423345,14D-1179,,,CCE-id-1234,90.51,88.7,30.86,602,2,382.8,315.0,79.0,5497.1,26.6,10,10,168,46078022,79414365
1589424045,14D-1179,bbid-2056x,24.11,,,,,,,,,,,,,,,,
1589423945,14D-1179,,,CCE-id-1234,11.28,-76.9,-16.46,15,3,226.5,970.8,11.9,3936.4,65.7,1,8,232,15651567,58254538
1589424645,14D-1179,bbid-2056x,-81.1,,,,,,,,,,,,,,,,
1589424545,14D-1179,,,CCE-id-1234,-8.52,81.4,80.72,603,2,272.4,770.4,61.0,6163.2,161.8,2,7,144,88497418,70994988
1589425245,14D-1179,bbid-2056x,46.69,,,,,,,,,,,,,,,,
1589425145,14D-1179,,,CCE-id-1234,-53.6,98.6,21.76,44,5,591.6,644.4,78.7,61.4,48.0,7,9,149,72406974,44081206
1589425845,14D-1179,bbid-2056x,52.7,,,,,,,,,,,,,,,,
1589425745,14D-1179,,,CCE-id-1234,82.37,67.87,-57.62,527,9,573.8,456.0,58.8,2470.3,16.5,1,9,105,33448783,57779068
1589426445,14D-1179,bbid-2056x,79.42,,,,,,,,,,,,,,,,
1589426345,14D-1179,,,CCE-id-1234,39.92,-78.31,-87.3,611,1,384.8,562.9,55.4,9967.6,98.5,1,1,63,28699943,14581576
1589427045,14D-1179,bbid-2056x,5.2,,,,,,,,,,,,,,,,
1589426945,14D-1179,,,CCE-id-1234,-70.5,-59.82,-47.59,403,4,574.2,927.3,26.1,5068.1,47.3,9,6,58,71136330,67517472
1589427645,14D-1179,bbid-2056x,90.45,,,,,,,,,,,,,,,,
1589427545,14D-1179,,,CCE-id-1234,63.74,68.97,-83.39,2,1,264.6,333.1,57.5,3916.9,264.0,1,6,44,58254613,61684708
